ent,mun,est,pea,ocupados,informales
20,265,4,61.328,99.36,90.698
20,265,5,5.576,5.367,12.374
20,266,1,61.05,98.184,85.102
20,266,2,3.1,4.85,10.27
20,266,3,55.952,90.207,68.209
20,266,4,66.149,98.511,86.102
20,266,5,5.077,4.939,12.068
20,267,1,68.707,98.688,92.148
20,267,2,3.187,4.438,9.231
20,267,3,63.465,91.388,76.965
20,267,4,73.949,99.648,95.395
20,267,5,4.638,4.497,10.017
20,268,1,57.989,99.325,93.316
20,268,2,3.149,5.179,10.801
20,268,3,52.81,90.807,75.549
20,268,4,63.168,99.743,95.034
20,268,5,5.43,5.214,11.575
20,269,1,56.553,98.562,93.518
20,269,2,3.147,5.315,11.068
20,269,3,51.376,89.819,75.313
20,269,4,61.73,98.963,94.436
20,269,5,5.565,5.393,11.835
20,270,1,59.414,100,100
20,270,2,3.3,5.306,8.743
20,270,3,53.986,91.272,85.62
20,270,4,64.841,100,100
20,270,5,5.554,5.306,8.743
20,271,1,55.378,99.62,100
20,271,2,3.189,5.493,10.582
20,271,3,50.133,90.585,82.594
20,271,4,60.623,99.834,100
20,271,5,5.759,5.514,10.582
20,272,1,57.091,99.238,100
20,272,2,3.252,5.445,10.487
20,272,3,51.741,90.282,82.751
20,272,4,62.44,99.494,100
20,272,5,5.697,5.487,10.487
20,273,1,53.81,100,100
20,273,2,3.282,5.79,10.534
20,273,3,48.412,90.476,82.674
20,273,4,59.208,100,100
20,273,5,6.099,5.79,10.534
20,274,1,55.64,99.491,100
20,274,2,3.161,5.418,9.932
20,274,3,50.44,90.58,83.663
20,274,4,60.84,99.824,100
20,274,5,5.682,5.445,9.932
20,275,1,59.173,98.818,94.429
20,275,2,3.109,5.011,10.521
20,275,3,54.06,90.575,77.124
20,275,4,64.286,99.102,95.088
20,275,5,5.253,5.071,11.142
20,276,1,58.222,99.394,100
20,276,2,2.949,4.923,7.273
20,276,3,53.37,91.296,88.037
20,276,4,63.073,99.83,99.999
20,276,5,5.066,4.953,7.273
20,277,1,57.292,99.212,91.793
20,277,2,3.126,5.203,10.858
20,277,3,52.15,90.655,73.934
20,277,4,62.434,99.396,92.434
20,277,5,5.456,5.244,11.828
20,278,1,57.81,98.95,81.675
20,278,2,3.108,5.128,10.798
20,278,3,52.697,90.514,63.914
20,278,4,62.923,99.076,99.436
20,278,5,5.377,5.183,13.22
20,279,1,61.521,98.689,96.775
20,279,2,3.109,4.824,10.139
20,279,3,56.407,90.755,80.098
20,279,4,66.636,99.124,97.503
20,279,5,5.054,4.888,10.477
20,280,1,55.398,100,100
20,280,2,3.329,5.684,10.9
20,280,3,49.923,90.651,82.072
20,280,4,60.874,100,100
20,280,5,6.009,5.684,10.9
20,281,1,54.005,99.653,100
20,281,2,3.304,5.846,9.084
20,281,3,48.571,90.037,85.059
20,281,4,59.44,99.965,99.999
20,281,5,6.118,5.866,9.084
20,282,1,62.718,99.472,100
20,282,2,3.168,4.821,9.956
20,282,3,57.507,91.542,83.625
20,282,4,67.93,99.864,99.999
20,282,5,5.052,4.846,9.956
20,283,1,57.797,99.625,97.124
20,283,2,3.201,5.284,10.791
20,283,3,52.532,90.934,79.375
20,283,4,63.062,99.903,98.217
20,283,5,5.538,5.304,11.11
20,284,1,64.103,98.485,100
20,284,2,3.184,4.751,9.021
20,284,3,58.866,90.67,85.162
20,284,4,69.341,98.952,100
20,284,5,4.967,4.824,9.021
20,285,1,59.202,99.019,86.463
20,285,2,3.111,5.011,10.514
20,285,3,54.085,90.777,69.169
20,285,4,64.318,99.363,87.924
20,285,5,5.254,5.061,12.16
20,286,1,54.336,99.068,100
20,286,2,3.183,5.593,10.976
20,286,3,49.1,89.869,81.946
20,286,4,59.572,99.43,100
20,286,5,5.858,5.645,10.976
20,287,1,53.044,99.445,100
20,287,2,3.319,5.983,8.709
20,287,3,47.585,89.604,85.676
20,287,4,58.503,99.921,99.999
20,287,5,6.257,6.016,8.709
20,288,1,59.936,98.138,98.524
20,288,2,3.127,4.987,10.499
20,288,3,54.792,89.935,81.255
20,288,4,65.08,99.15,99.396
20,288,5,5.218,5.082,10.656
20,289,1,51.366,99.487,100
20,289,2,3.208,5.959,11.448
20,289,3,46.089,89.686,81.17
20,289,4,56.642,99.836,100
20,289,5,6.245,5.99,11.448
20,290,1,60.959,98.803,98.8
20,290,2,3.132,4.905,10.227
20,290,3,55.807,90.736,81.978
20,290,4,66.111,99.426,99.427
20,290,5,5.138,4.964,10.352
20,291,1,54.349,99.358,91.208
20,291,2,3.149,5.525,11.464
20,291,3,49.169,90.27,72.351
20,291,4,59.529,99.62,92.341
20,291,5,5.794,5.561,12.57
20,292,1,52.619,100,100
20,292,2,3.236,5.858,11.011
20,292,3,47.297,90.365,81.889
20,292,4,57.941,100,100
20,292,5,6.149,5.858,11.011
20,293,1,60.876,97.519,64.61
20,293,2,1.169,2.221,3.656
20,293,3,58.953,93.866,58.597
20,293,4,62.799,97.791,70.623
20,293,5,1.92,2.277,5.658
20,294,1,62.848,97.744,81.381
20,294,2,2.711,4.214,6.804
20,294,3,58.389,90.813,70.189
20,294,4,67.306,98.133,92.572
20,294,5,4.313,4.311,8.361
20,295,1,65.564,98.259,79.431
20,295,2,3.125,4.556,9.592
20,295,3,60.425,90.765,63.654
20,295,4,70.704,98.541,95.208
20,295,5,4.766,4.637,12.075
20,296,1,53.445,99.091,100
20,296,2,3.236,5.785,11.52
20,296,3,48.123,89.575,81.051
20,296,4,58.768,99.633,100
20,296,5,6.055,5.838,11.52
20,297,1,56.216,98.743,100
20,297,2,3.161,5.37,11.064
20,297,3,51.017,89.911,81.801
20,297,4,61.415,99.211,100
20,297,5,5.623,5.438,11.064
20,298,1,74.196,98.577,82.584
20,298,2,3.229,4.172,8.575
20,298,3,68.884,91.714,68.479
20,298,4,79.508,98.785,96.688
20,298,5,4.352,4.232,10.383
20,299,1,78.788,99.183,100
20,299,2,3.478,4.25,7.901
20,299,3,73.067,92.192,87.004
20,299,4,84.509,99.612,100
20,299,5,4.415,4.285,7.901
20,300,1,68.225,98.414,99.009
20,300,2,3.155,4.422,9.187
20,300,3,63.036,91.14,83.899
20,300,4,73.414,98.741,99.263
20,300,5,4.624,4.494,9.279
20,301,1,60.862,98.288,95.852
20,301,2,3.191,5.016,10.337
20,301,3,55.614,90.038,78.848
20,301,4,66.11,98.933,96.937
20,301,5,5.242,5.103,10.785
20,302,1,55.358,99.576,98.196
20,302,2,3.203,5.521,11.217
20,302,3,50.09,90.495,79.746
20,302,4,60.625,99.777,98.671
20,302,5,5.786,5.544,11.423
20,303,1,60.664,99.318,100
20,303,2,3.255,5.13,9.616
20,303,3,55.31,90.88,84.183
20,303,4,66.019,99.734,100
20,303,5,5.366,5.165,9.616
20,304,1,45.118,100,100
20,304,2,3.341,6.995,10.329
20,304,3,39.623,88.494,83.01
20,304,4,50.613,99.999,99.999
20,304,5,7.405,6.995,10.329
20,305,1,61.349,98.664,75.25
20,305,2,3.117,4.85,10.252
20,305,3,56.223,90.687,58.387
20,305,4,66.475,99.026,92.114
20,305,5,5.08,4.915,13.624
20,306,1,58.216,98.76,95.975
20,306,2,3.124,5.121,10.737
20,306,3,53.078,90.338,78.315
20,306,4,63.354,99.136,96.701
20,306,5,5.366,5.185,11.187
20,307,1,55.332,99.052,79.706
20,307,2,3.123,5.383,11.315
20,307,3,50.195,90.198,61.095
20,307,4,60.468,99.276,98.317
20,307,5,5.644,5.434,14.195
20,308,1,62.998,98.68,81.301
20,308,2,3.09,4.68,9.91
20,308,3,57.916,90.982,65
20,308,4,68.081,99.094,97.602
20,308,5,4.905,4.742,12.189
20,309,1,59.35,99.514,94.74
20,309,2,3.145,5.053,10.414
20,309,3,54.176,91.203,77.611
20,309,4,64.523,99.667,95.298
20,309,5,5.3,5.077,10.992
20,310,1,62.233,97.77,74.375
20,310,2,3.114,4.786,10.204
20,310,3,57.111,89.898,57.59
20,310,4,67.356,98.059,91.16
20,310,5,5.004,4.895,13.72
20,311,1,80.775,100,100
20,311,2,4.222,5.027,7.379
20,311,3,73.831,91.731,87.863
20,311,4,87.72,99.999,99.999
20,311,5,5.227,5.027,7.379
20,312,1,55.775,98.884,93.068
20,312,2,3.138,5.37,11.184
20,312,3,50.612,90.051,74.671
20,312,4,60.937,99.125,93.708
20,312,5,5.627,5.43,12.017
20,313,1,78.614,99.484,100
20,313,2,3.763,4.625,7.256
20,313,3,72.425,91.877,88.065
20,313,4,84.802,99.83,100
20,313,5,4.786,4.649,7.256
20,314,1,71.382,98.694,95.776
20,314,2,3.212,4.309,8.861
20,314,3,66.099,91.607,81.201
20,314,4,76.665,99.19,96.756
20,314,5,4.499,4.366,9.252
20,315,1,53.337,98.255,100
20,315,2,3.23,5.798,11.544
20,315,3,48.023,88.718,81.012
20,315,4,58.65,98.914,100
20,315,5,6.057,5.901,11.544
20,316,1,64.144,98.065,98.541
20,316,2,3.156,4.708,9.807
20,316,3,58.952,90.322,82.409
20,316,4,69.335,98.977,99.308
20,316,5,4.92,4.801,9.952
20,317,1,53.196,98.819,100
20,317,2,3.171,5.693,11.711
20,317,3,47.98,89.455,80.737
20,317,4,58.413,99.413,100
20,317,5,5.961,5.761,11.711
20,318,1,70.711,99.489,79.851
20,318,2,1.75,2.45,2.817
20,318,3,67.832,95.459,75.217
20,318,4,73.591,99.557,84.484
20,318,5,2.476,2.463,3.528
20,319,1,58.282,98.748,100
20,319,2,2.866,4.778,7.433
20,319,3,53.567,90.889,87.774
20,319,4,62.996,99.408,100
20,319,5,4.918,4.838,7.433
20,320,1,51.908,99.159,100
20,320,2,3.23,5.944,10.772
20,320,3,46.595,89.381,82.282
20,320,4,57.221,99.732,99.999
20,320,5,6.223,5.995,10.772
20,321,1,51.772,100,100
20,321,2,3.213,5.912,10.521
20,321,3,46.487,90.276,82.695
20,321,4,57.057,99.999,99.999
20,321,5,6.206,5.912,10.521
20,322,1,55.098,99.052,100
20,322,2,3.21,5.565,10.23
20,322,3,49.818,89.899,83.174
20,322,4,60.378,99.651,99.999
20,322,5,5.826,5.618,10.23
20,323,1,59.854,98.706,92.909
20,323,2,3.106,4.952,10.427
20,323,3,54.745,90.561,75.759
20,323,4,64.964,99.186,94.169
20,323,5,5.19,5.017,11.223
20,324,1,65.286,99.013,71.388
20,324,2,2.671,4.054,4.187
20,324,3,60.894,92.345,64.5
20,324,4,69.679,99.116,78.275
20,324,5,4.091,4.094,5.865
20,325,1,63.061,98.933,99.366
20,325,2,2.686,4.144,6.508
20,325,3,58.644,92.116,88.662
20,325,4,67.479,99.142,99.524
20,325,5,4.259,4.189,6.549
20,326,1,55.559,99.394,95.462
20,326,2,3.15,5.407,11.196
20,326,3,50.377,90.5,77.045
20,326,4,60.74,99.635,96.217
20,326,5,5.67,5.44,11.729
20,327,1,59.461,99.102,86.465
20,327,2,2.675,4.384,6.839
20,327,3,55.061,91.891,75.216
20,327,4,63.86,99.275,97.715
20,327,5,4.498,4.424,7.91
20,328,1,86.737,98.512,100
20,328,2,3.498,3.893,7.595
20,328,3,80.983,92.109,87.507
20,328,4,92.49,99.073,100
20,328,5,4.033,3.952,7.595
20,329,1,57.147,99.98,100
20,329,2,3.188,5.318,9.721
20,329,3,51.903,91.232,84.01
20,329,4,62.392,99.999,100
20,329,5,5.579,5.319,9.721
20,330,1,56.877,99.09,93.343
20,330,2,3.125,5.241,10.944
20,330,3,51.736,90.47,75.341
20,330,4,62.018,99.404,94.292
20,330,5,5.495,5.289,11.725
20,331,1,65.903,99.349,100
20,331,2,3.382,4.921,8.019
20,331,3,60.34,91.255,86.81
20,331,4,71.465,99.756,100
20,331,5,5.132,4.953,8.019
20,332,1,42.376,100,100
20,332,2,3.464,7.658,11.285
20,332,3,36.679,87.404,81.437
20,332,4,48.073,99.999,99.999
20,332,5,8.173,7.658,11.285
20,333,1,60.717,98.609,71.063
20,333,2,3.089,4.855,10.407
20,333,3,55.635,90.623,53.945
20,333,4,65.798,99.033,88.18
20,333,5,5.088,4.923,14.644
20,334,1,64.389,98.653,86.872
20,334,2,2.26,3.223,4.094
20,334,3,60.672,93.351,80.139
20,334,4,68.107,98.771,93.606
20,334,5,3.51,3.267,4.712
20,335,1,59.097,98.639,90.111
20,335,2,3.104,5.013,10.621
20,335,3,53.991,90.393,72.64
20,335,4,64.204,99.369,92.523
20,335,5,5.253,5.082,11.787
20,336,1,51.537,100,100
20,336,2,3.219,5.942,11.377
20,336,3,46.241,90.226,81.287
20,336,4,56.832,100,100
20,336,5,6.247,5.942,11.377
20,337,1,56.647,99.345,100
20,337,2,3.197,5.387,10.352
20,337,3,51.389,90.484,82.973
20,337,4,61.906,99.579,100
20,337,5,5.644,5.422,10.352
20,338,1,67.432,98.405,69.102
20,338,2,3.101,4.394,9.367
20,338,3,62.331,91.178,53.694
20,338,4,72.533,98.667,84.51
20,338,5,4.599,4.465,13.556
20,339,1,60.425,99.075,80.461
20,339,2,3.115,4.916,10.34
20,339,3,55.302,90.988,63.453
20,339,4,65.548,99.376,97.469
20,339,5,5.155,4.962,12.851
20,340,1,45.931,100,100
20,340,2,3.358,6.959,11.536
20,340,3,40.409,88.553,81.025
20,340,4,51.454,100,100
20,340,5,7.31,6.959,11.536
20,341,1,60.24,99.009,100
20,341,2,3.166,5.018,10.054
20,341,3,55.033,90.756,83.462
20,341,4,65.448,99.804,99.998
20,341,5,5.256,5.068,10.054
20,342,1,62.728,97.046,68.846
20,342,2,3.184,4.869,10.236
20,342,3,57.492,89.038,52.009
20,342,4,67.964,97.627,85.684
20,342,5,5.075,5.017,14.869
20,343,1,57.551,98.984,93.472
20,343,2,3.137,5.201,10.837
20,343,3,52.391,90.43,75.646
20,343,4,62.711,99.42,94.744
20,343,5,5.451,5.254,11.594
20,344,1,56.331,99.128,94.482
20,344,2,3.136,5.31,11.053
20,344,3,51.173,90.394,76.301
20,344,4,61.49,99.497,95.548
20,344,5,5.567,5.357,11.699
20,345,1,55.155,99.835,84.951
20,345,2,3.162,5.465,11.236
20,345,3,49.953,90.846,66.47
20,345,4,60.356,99.942,86.437
20,345,5,5.734,5.474,13.226
20,346,1,76.128,99.599,100
20,346,2,3.608,4.567,7.714
20,346,3,70.193,92.087,87.311
20,346,4,82.063,99.842,100
20,346,5,4.739,4.585,7.714
20,347,1,63.299,98.483,93.386
20,347,2,3.093,4.665,9.838
20,347,3,58.211,90.809,77.204
20,347,4,68.387,98.888,94.296
20,347,5,4.887,4.737,10.535
20,348,1,54.32,99.164,95.355
20,348,2,3.15,5.532,11.472
20,348,3,49.138,90.065,76.485
20,348,4,59.502,99.392,95.934
20,348,5,5.8,5.579,12.031
20,349,1,61.285,98.047,91.216
20,349,2,3.145,4.907,10.274
20,349,3,56.113,89.975,74.317
20,349,4,66.458,98.657,92.633
20,349,5,5.131,5.005,11.263
20,350,1,64.294,97.971,58.599
20,350,2,2.56,3.942,7.042
20,350,3,60.083,91.487,47.015
20,350,4,68.505,98.206,70.182
20,350,5,3.982,4.024,12.018
20,351,1,54.958,98.67,100
20,351,2,3.156,5.483,11.148
20,351,3,49.768,89.652,81.663
20,351,4,60.149,99.139,100
20,351,5,5.742,5.557,11.148
20,352,1,63.195,98.804,95.276
20,352,2,3.119,4.711,9.878
20,352,3,58.064,91.054,79.028
20,352,4,68.326,99.159,96.038
20,352,5,4.936,4.768,10.368
20,353,1,61.515,98.844,98.369
20,353,2,3.106,4.817,10.126
20,353,3,56.406,90.921,81.714
20,353,4,66.624,99.29,98.918
20,353,5,5.049,4.873,10.294
20,354,1,58.169,99.106,100
20,354,2,3.156,5.177,9.106
20,354,3,52.978,90.591,85.022
20,354,4,63.36,99.749,99.999
20,354,5,5.426,5.224,9.106
20,355,1,53.076,100,100
20,355,2,3.222,5.771,10.612
20,355,3,47.776,90.507,82.544
20,355,4,58.376,99.999,99.999
20,355,5,6.071,5.771,10.612
20,356,1,72.462,100,100
20,356,2,3.479,4.602,8.68
20,356,3,66.74,92.431,85.723
20,356,4,78.184,100,100
20,356,5,4.801,4.602,8.68
20,357,1,57.418,99.747,100
20,357,2,3.198,5.312,9.537
20,357,3,52.158,91.01,84.313
20,357,4,62.677,99.953,100
20,357,5,5.569,5.325,9.537
20,358,1,52.254,98.408,100
20,358,2,3.252,5.957,11.554
20,358,3,46.905,88.609,80.996
20,358,4,57.603,99.012,100
20,358,5,6.223,6.054,11.554
20,359,1,51.07,99.444,100
20,359,2,3.338,6.253,9.374
20,359,3,45.579,89.159,84.581
20,359,4,56.561,99.864,99.999
20,359,5,6.537,6.288,9.374
20,360,1,57.545,98.912,98.256
20,360,2,3.143,5.212,10.865
20,360,3,52.376,90.339,80.384
20,360,4,62.715,99.26,98.714
20,360,5,5.461,5.269,11.058
20,361,1,52.54,98.663,100
20,361,2,3.219,5.858,10.671
20,361,3,47.246,89.028,82.448
20,361,4,57.835,99.415,99.999
20,361,5,6.127,5.937,10.671
20,362,1,50.887,99.047,100
20,362,2,3.241,6.086,11.921
20,362,3,45.557,89.036,80.391
20,362,4,56.218,99.537,100
20,362,5,6.369,6.145,11.921
20,363,1,59.306,99.657,97.247
20,363,2,3.161,5.082,10.421
20,363,3,54.107,91.299,80.107
20,363,4,64.505,99.852,97.935
20,363,5,5.33,5.099,10.715
20,364,1,71.428,98.823,91.561
20,364,2,2.646,3.607,5.603
20,364,3,67.075,92.89,82.344
20,364,4,75.781,98.996,92.045
20,364,5,3.705,3.65,6.12
20,365,1,57.347,99.072,100
20,365,2,3.195,5.32,9.727
20,365,3,52.092,90.321,84
20,365,4,62.602,99.593,100
20,365,5,5.571,5.37,9.727
20,366,1,59.26,99.65,98.26
20,366,2,3.162,5.088,10.51
20,366,3,54.059,91.281,80.972
20,366,4,64.461,99.839,98.762
20,366,5,5.336,5.106,10.696
20,367,1,64.031,98.691,93.232
20,367,2,3.097,4.615,9.707
20,367,3,58.937,91.099,77.266
20,367,4,69.124,99.044,94.099
20,367,5,4.836,4.677,10.411
20,368,1,60.156,98.869,92.258
20,368,2,3.104,4.922,10.347
20,368,3,55.049,90.772,75.239
20,368,4,65.262,99.331,93.643
20,368,5,5.161,4.979,11.215
20,369,1,62.897,98.433,83.551
20,369,2,3.115,4.731,10.011
20,369,3,57.773,90.652,67.084
20,369,4,68.022,98.967,85.517
20,369,5,4.953,4.806,11.982
20,370,1,53.418,99.446,100
20,370,2,3.189,5.695,10.982
20,370,3,48.173,90.079,81.936
20,370,4,58.663,99.865,99.999
20,370,5,5.97,5.726,10.982
20,371,1,50.575,99.822,100
20,371,2,3.308,6.248,9.633
20,371,3,45.134,89.545,84.156
20,371,4,56.016,99.976,100
20,371,5,6.541,6.259,9.633
20,372,1,47.747,99.524,100
20,372,2,3.329,6.666,10.09
20,372,3,42.271,88.559,83.403
20,372,4,53.223,99.846,100
20,372,5,6.972,6.698,10.09
20,373,1,64.756,99.757,100
20,373,2,3.296,4.869,8.275
20,373,3,59.334,91.748,86.389
20,373,4,70.178,99.975,99.999
20,373,5,5.09,4.881,8.275
20,374,1,57.408,99.229,100
20,374,2,3.139,5.214,10.851
20,374,3,52.245,90.653,82.152
20,374,4,62.571,99.649,100
20,374,5,5.468,5.255,10.851
20,375,1,65.042,98.191,65.37
20,375,2,2.711,4.076,7.334
20,375,3,60.583,91.487,53.307
20,375,4,69.502,98.445,77.433
20,375,5,4.168,4.151,11.219
20,376,1,57.888,99.408,100
20,376,2,3.233,5.335,9.337
20,376,3,52.57,90.634,84.642
20,376,4,63.206,99.9,99.999
20,376,5,5.585,5.366,9.337
20,377,1,54.412,98.96,100
20,377,2,3.151,5.527,11.402
20,377,3,49.228,89.869,81.246
20,377,4,59.595,99.193,100
20,377,5,5.792,5.585,11.402
20,378,1,57.046,98.946,89.621
20,378,2,3.117,5.211,10.959
20,378,3,51.92,90.374,71.596
20,378,4,62.173,99.307,90.901
20,378,5,5.463,5.266,12.228
20,379,1,51.684,98.981,100
20,379,2,3.212,5.939,11.595
20,379,3,46.4,89.213,80.928
20,379,4,56.968,99.394,100
20,379,5,6.216,6,11.595
20,380,1,67.103,98.295,95.318
20,380,2,3.148,4.487,9.368
20,380,3,61.926,90.915,79.909
20,380,4,72.28,98.834,96.277
20,380,5,4.691,4.564,9.828
20,381,1,59.549,98.923,89.998
20,381,2,3.125,5.008,10.473
20,381,3,54.408,90.686,72.771
20,381,4,64.69,99.322,91.384
20,381,5,5.248,5.062,11.637
20,382,1,51.112,100,100
20,382,2,3.374,6.2,9.925
20,382,3,45.563,89.801,83.674
20,382,4,56.661,100,100
20,382,5,6.6,6.2,9.925
20,383,1,55.039,98.537,100
20,383,2,3.162,5.489,10.786
20,383,3,49.838,89.509,82.258
20,383,4,60.24,99.417,99.999
20,383,5,5.745,5.57,10.786
20,384,1,66.234,98.497,99.737
20,384,2,3.137,4.526,9.439
20,384,3,61.075,91.052,84.211
20,384,4,71.393,98.873,99.871
20,384,5,4.736,4.595,9.464
20,385,1,65.535,98.079,61.338
20,385,2,1.821,2.717,3.492
20,385,3,62.539,93.609,55.594
20,385,4,68.53,98.177,67.082
20,385,5,2.779,2.771,5.693
20,386,1,55.959,99.085,90.759
20,386,2,3.155,5.381,11.168
20,386,3,50.769,90.234,72.389
20,386,4,61.148,99.255,91.334
20,386,5,5.638,5.431,12.305
20,387,1,58.008,99.036,91.306
20,387,2,3.138,5.161,10.741
20,387,3,52.846,90.547,73.64
20,387,4,63.169,99.404,92.569
20,387,5,5.41,5.212,11.763
20,388,1,56.943,99.133,94.922
20,388,2,3.147,5.273,10.997
20,388,3,51.766,90.46,76.834
20,388,4,62.12,99.504,95.949
20,388,5,5.527,5.319,11.585
20,389,1,58.279,98.246,100
20,389,2,3.212,5.274,9.643
20,389,3,52.996,89.571,84.139
20,389,4,63.561,99.051,100
20,389,5,5.511,5.368,9.643
20,390,1,63.801,98.747,46.907
20,390,2,2.164,3.358,4.143
20,390,3,60.242,93.223,40.093
20,390,4,67.36,98.857,53.721
20,390,5,3.391,3.401,8.831
20,391,1,56.248,99.012,100
20,391,2,3.145,5.336,10.497
20,391,3,51.075,90.235,82.733
20,391,4,61.422,99.392,100
20,391,5,5.592,5.389,10.497
20,392,1,51.602,99.157,100
20,392,2,3.183,5.888,11.101
20,392,3,46.366,89.472,81.741
20,392,4,56.838,99.415,100
20,392,5,6.169,5.938,11.101
20,393,1,61.46,97.745,95.311
20,393,2,3.146,4.899,10.243
20,393,3,56.285,89.686,78.463
20,393,4,66.635,98.251,96.074
20,393,5,5.119,5.012,10.747
20,394,1,56.419,98.634,91.58
20,394,2,3.126,5.288,11.104
20,394,3,51.278,89.936,73.315
20,394,4,61.56,99.098,92.864
20,394,5,5.54,5.361,12.125
20,395,1,46.984,100,100
20,395,2,3.349,6.784,9.933
20,395,3,41.475,88.841,83.662
20,395,4,52.492,100,100
20,395,5,7.128,6.784,9.933
20,396,1,47.666,100,100
20,396,2,3.343,6.674,10.718
20,396,3,42.167,89.022,82.37
20,396,4,53.165,100,100
20,396,5,7.014,6.674,10.718
20,397,1,63.117,98.738,75.311
20,397,2,2.987,4.538,8.057
20,397,3,58.204,91.273,62.058
20,397,4,68.029,98.867,88.564
20,397,5,4.732,4.596,10.698
20,398,1,62.979,98.736,92.596
20,398,2,3.132,4.749,9.902
20,398,3,57.827,90.925,76.309
20,398,4,68.131,99.07,93.47
20,398,5,4.973,4.81,10.693
20,399,1,64.679,97.733,73.501
20,399,2,2.713,4.065,6.463
20,399,3,60.216,91.047,62.871
20,399,4,69.142,97.9,84.131
20,399,5,4.195,4.159,8.793
20,400,1,56.437,98.774,100
20,400,2,3.186,5.394,10.962
20,400,3,51.196,89.902,81.969
20,400,4,61.678,99.307,100
20,400,5,5.646,5.461,10.962
20,401,1,66.673,98.053,69.14
20,401,2,3.086,4.422,9.471
20,401,3,61.597,90.779,53.562
20,401,4,71.748,98.245,84.718
20,401,5,4.628,4.51,13.698
20,402,1,64.523,99.011,88.716
20,402,2,3.115,4.607,9.778
20,402,3,59.399,91.434,72.634
20,402,4,69.647,99.551,91.013
20,402,5,4.828,4.653,11.021
20,403,1,62.399,99.228,68.69
20,403,2,2.863,4.415,10.037
20,403,3,57.69,91.966,52.18
20,403,4,67.108,99.513,85.199
20,403,5,4.588,4.449,14.612
20,404,1,57.074,98.62,100
20,404,2,3.182,5.328,10.623
20,404,3,51.84,89.856,82.526
20,404,4,62.309,99.368,99.999
20,404,5,5.575,5.403,10.623
20,405,1,54.599,99.045,100
20,405,2,3.211,5.617,11.402
20,405,3,49.318,89.806,81.245
20,405,4,59.88,99.497,100
20,405,5,5.88,5.671,11.402
20,406,1,54.584,99.389,98.297
20,406,2,3.155,5.512,11.408
20,406,3,49.394,90.322,79.534
20,406,4,59.773,99.518,98.522
20,406,5,5.78,5.546,11.605
20,407,1,59.736,98.947,87.662
20,407,2,3.114,4.973,10.426
20,407,3,54.613,90.766,70.513
20,407,4,64.859,99.214,88.665
20,407,5,5.214,5.026,11.893
20,408,1,57.605,98.395,97.839
20,408,2,3.166,5.253,10.923
20,408,3,52.398,89.755,79.873
20,408,4,62.812,99.378,99.049
20,408,5,5.495,5.338,11.164
20,409,1,61.587,98.464,54.955
20,409,2,2.827,4.406,6.572
20,409,3,56.937,91.217,44.146
20,409,4,66.238,98.746,65.764
20,409,5,4.591,4.475,11.958
20,410,1,52.123,100,89.819
20,410,2,3.299,5.977,11.91
20,410,3,46.697,90.169,70.229
20,410,4,57.55,100,91.211
20,410,5,6.329,5.977,13.26
20,411,1,62.545,97.894,93.832
20,411,2,3.142,4.805,10.107
20,411,3,57.378,89.99,77.207
20,411,4,67.713,98.79,95.533
20,411,5,5.023,4.909,10.772
20,412,1,65.075,99.072,96.935
20,412,2,3.124,4.58,9.564
20,412,3,59.938,91.538,81.204
20,412,4,70.213,99.418,97.622
20,412,5,4.8,4.623,9.866
20,413,1,70.348,98.621,66.441
20,413,2,2.534,3.524,5.365
20,413,3,66.179,92.823,57.617
20,413,4,74.517,98.733,75.266
20,413,5,3.603,3.574,8.075
20,414,1,58.314,98.759,83.445
20,414,2,3.103,5.077,10.73
20,414,3,53.209,90.408,65.797
20,414,4,63.418,98.992,84.356
20,414,5,5.322,5.141,12.858
20,415,1,54.278,99.568,88.982
20,415,2,2.783,4.977,7.922
20,415,3,49.701,91.381,75.952
20,415,4,58.855,99.764,90.188
20,415,5,5.127,4.999,8.903
20,416,1,87.375,99.441,100
20,416,2,4.094,4.55,6.982
20,416,3,80.641,91.956,88.516
20,416,4,94.109,99.842,99.999
20,416,5,4.686,4.576,6.982
20,417,1,53.935,98.948,88.341
20,417,2,3.146,5.566,11.618
20,417,3,48.76,89.792,69.232
20,417,4,59.109,99.192,89.223
20,417,5,5.832,5.625,13.151
20,418,1,60.185,99.595,86.211
20,418,2,2.707,4.383,6.809
20,418,3,55.732,92.386,75.011
20,418,4,64.638,99.718,97.411
20,418,5,4.498,4.401,7.898
20,419,1,60.541,99.186,100
20,419,2,3.182,5.019,9.635
20,419,3,55.306,90.93,84.152
20,419,4,65.775,99.747,99.999
20,419,5,5.257,5.06,9.635
20,420,1,61.306,97.821,98.891
20,420,2,3.146,4.91,10.276
20,420,3,56.131,89.744,81.989
20,420,4,66.48,98.581,99.4
20,420,5,5.132,5.02,10.391
20,421,1,62.062,98.348,77.924
20,421,2,3.103,4.775,10.118
20,421,3,56.958,90.494,61.283
20,421,4,67.166,98.744,94.566
20,421,5,5,4.855,12.984
20,422,1,44.41,100,100
20,422,2,3.592,7.486,11.371
20,422,3,38.502,87.687,81.297
20,422,4,50.319,99.999,99.999
20,422,5,8.089,7.486,11.371
20,423,1,49.588,98.838,100
20,423,2,3.311,6.391,10.905
20,423,3,44.143,88.325,82.064
20,423,4,55.034,99.643,99.999
20,423,5,6.676,6.466,10.905
